family,species,stateProvince,decimalLatitude,decimalLongitude
Rhizophoraceae,Rhizophora mangle,Paraíba,-6.926308,-34.867761
Rhizophoraceae,Rhizophora mangle,Ceará,-3.83167,-38.420863
Rhizophoraceae,Rhizophora mangle,Paraíba,-7.506555,-34.810513
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-19.934658,-40.237637
Rhizophoraceae,Rhizophora mangle,Rio Grande do Norte,-6.16522,-35.107206
Rhizophoraceae,Rhizophora mangle,Piauí,-2.913594,-41.523852
Rhizophoraceae,Rhizophora mangle,Ceará,-3.186958,-39.395514
Rhizophoraceae,Rhizophora mangle,Ceará,-3.83167,-38.420863
Rhizophoraceae,Rhizophora mangle,Ceará,-3.83167,-38.420863
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-22.907169,-43.113651
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.280538,-40.269286
Rhizophoraceae,Rhizophora mangle,Paraná,-25.834372,-48.53563
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-23.011751,-43.373712
Rhizophoraceae,Rhizophora mangle,Bahia,-14.799128,-39.028782
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.370864,-40.303896
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-21.686781,-41.022621
Rhizophoraceae,Rhizophora mangle,São Paulo,-25.079773,-47.915216
Rhizophoraceae,Rhizophora mangle,São Paulo,-25.068811,-47.917888
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-22.769302,-41.911843
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.319664,-40.338475
Rhizophoraceae,Rhizophora mangle,Bahia,-16.561683,-39.087555
Rhizophoraceae,Rhizophora mangle,São Paulo,-23.91473,-46.311253
Rhizophoraceae,Rhizophora mangle,Bahia,-16.447813,-39.067897
Rhizophoraceae,Rhizophora mangle,Bahia,-13.015348,-38.484195
Rhizophoraceae,Rhizophora mangle,São Paulo,-25.068171,-47.918712
Rhizophoraceae,Rhizophora mangle,Paraná,-25.327971,-48.366453
Rhizophoraceae,Rhizophora mangle,Pernambuco,-7.870489,-34.840796
Rhizophoraceae,Rhizophora mangle,São Paulo,-23.772934,-45.969897
Rhizophoraceae,Rhizophora mangle,São Paulo,-25.068986,-47.917947
Rhizophoraceae,Rhizophora mangle,Bahia,-13.721467,-38.990472
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-22.76933,-41.911853
Rhizophoraceae,Rhizophora mangle,Paraíba,-6.870601,-34.898004
Rhizophoraceae,Rhizophora mangle,São Paulo,-24.958819,-47.93795
Rhizophoraceae,Rhizophora mangle,São Paulo,-25.13361,-47.961667
Rhizophoraceae,Rhizophora mangle,Ceará,-4.436307,-37.780656
Rhizophoraceae,Rhizophora mangle,Sergipe,-10.799158,-36.978233
Rhizophoraceae,Rhizophora mangle,Paraná,-25.355782,-48.233679
Rhizophoraceae,Rhizophora mangle,Ceará,-4.630278,-37.510556
Rhizophoraceae,Rhizophora mangle,Paraná,-25.91162,-48.572538
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.26488,-40.265031
Rhizophoraceae,Rhizophora mangle,NA,-12.72875,-38.494638
Rhizophoraceae,Rhizophora mangle,NA,-0.825325,-48.153102
Rhizophoraceae,Rhizophora mangle,NA,-22.963233,-43.208208
Rhizophoraceae,Rhizophora mangle,NA,-22.963233,-43.208208
Rhizophoraceae,Rhizophora mangle,NA,-0.825325,-48.153102
Rhizophoraceae,Rhizophora mangle,NA,-12.637483,-38.644983
Rhizophoraceae,Rhizophora mangle,NA,-12.629016,-38.653016
Rhizophoraceae,Rhizophora mangle,NA,-22.996691,-43.311375
Rhizophoraceae,Rhizophora mangle,NA,-0.825325,-48.153102
Rhizophoraceae,Rhizophora mangle,NA,-0.752324,-48.51622
Rhizophoraceae,Rhizophora mangle,NA,-0.825325,-48.153102
Rhizophoraceae,Rhizophora mangle,NA,-0.825325,-48.153102
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-23.056408,-43.566048
Rhizophoraceae,Rhizophora mangle,Bahia,-13.38026,-38.912536
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.266056,-40.262944
Rhizophoraceae,Rhizophora mangle,Paraíba,-6.780578,-34.93382
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.330042,-40.311468
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-18.560097,-39.732373
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.280538,-40.269286
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-18.414039,-39.699938
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.247268,-40.388148
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.256996,-40.323984
Rhizophoraceae,Rhizophora mangle,Maranhão,-2.411217,-44.414639
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-18.737739,-39.746313
Rhizophoraceae,Rhizophora mangle,Bahia,-14.990813,-38.998203
Rhizophoraceae,Rhizophora mangle,Paraná,-25.528376,-48.311985
Rhizophoraceae,Rhizophora mangle,Alagoas,-10.490805,-36.391284
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.276013,-40.307644
Rhizophoraceae,Rhizophora mangle,NA,-23.812229,-46.120656
Rhizophoraceae,Rhizophora mangle,Alagoas,-10.036476,-36.030112
Rhizophoraceae,Rhizophora mangle,Alagoas,-9.865429,-35.905191
Rhizophoraceae,Rhizophora mangle,Alagoas,-9.153061,-35.29376
Rhizophoraceae,Rhizophora mangle,Alagoas,-10.036737,-36.030226999999996
Rhizophoraceae,Rhizophora mangle,Bahia,-17.733976,-39.276792
Rhizophoraceae,Rhizophora mangle,Pará,-0.607455,-47.38148
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.332739,-40.316803
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-22.991613,-43.352292
Rhizophoraceae,Rhizophora mangle,São Paulo,-24.999111,-48.026603
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-22.974091,-43.184773
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-22.859094,-41.989837
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-18.7377,-39.74633
Rhizophoraceae,Rhizophora mangle,São Paulo,-23.970664,-46.342428
Rhizophoraceae,Rhizophora mangle,São Paulo,-25.008273,-47.905709
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-23.011111,-43.348369
Rhizophoraceae,Rhizophora mangle,Paraíba,-7.065002,-34.856327
Rhizophoraceae,Rhizophora mangle,Pernambuco,-7.851995,-34.848646
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.653428,-40.472374
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-23.01624,-43.416194
Rhizophoraceae,Rhizophora mangle,Sergipe,-10.574697,-36.598051
Rhizophoraceae,Rhizophora mangle,Pernambuco,-7.859349,-34.839502
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-21.739052,-41.026297
Rhizophoraceae,Rhizophora mangle,Alagoas,-9.218007,-35.333412
Rhizophoraceae,Rhizophora mangle,São Paulo,-24.996586,-47.948349
Rhizophoraceae,Rhizophora mangle,Pernambuco,-7.854703,-34.838866
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-22.974389,-43.185533
Rhizophoraceae,Rhizophora mangle,Maranhão,-2.782075,-41.945438
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-22.965816,-43.171275
Rhizophoraceae,Rhizophora mangle,Espírito Santo,-20.266398,-40.265098
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-22.974041,-43.204681
Rhizophoraceae,Rhizophora mangle,São Paulo,-25.213663,-48.000747
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-22.980958,-43.188749
Rhizophoraceae,Rhizophora mangle,Rio Grande do Norte,-5.773084,-35.214984
Rhizophoraceae,Rhizophora mangle,Pará,-0.845979,-46.64787
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-22.972171,-43.182846
Rhizophoraceae,Rhizophora mangle,Pernambuco,-8.37953,-34.961414
Rhizophoraceae,Rhizophora mangle,Pernambuco,-8.37953,-34.961414
Rhizophoraceae,Rhizophora mangle,Pernambuco,-8.37953,-34.961414
Rhizophoraceae,Rhizophora mangle,Ceará,-3.183795,-39.381338
Rhizophoraceae,Rhizophora mangle,Pernambuco,-8.373097,-34.964914
Rhizophoraceae,Rhizophora mangle,Sergipe,-11.041812,-37.125327
Rhizophoraceae,Rhizophora mangle,Pernambuco,-8.373097,-34.964914
Rhizophoraceae,Rhizophora mangle,Pernambuco,-8.357786,-34.958838
Rhizophoraceae,Rhizophora mangle,Pernambuco,-8.356533,-34.958598
Rhizophoraceae,Rhizophora mangle,Pernambuco,-8.356533,-34.958598
Rhizophoraceae,Rhizophora mangle,Ceará,-3.771392,-38.438622
Rhizophoraceae,Rhizophora mangle,Pernambuco,-7.866123,-34.840519
Rhizophoraceae,Rhizophora mangle,Pernambuco,-7.866413,-34.8393
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-22.971342,-43.18209
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-22.980826,-43.189044
Rhizophoraceae,Rhizophora mangle,Alagoas,-9.21491,-35.33352
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-23.019645,-44.302216
Rhizophoraceae,Rhizophora mangle,Pernambuco,-7.872961,-34.838367
Rhizophoraceae,Rhizophora mangle,Pernambuco,-7.916133,-34.854978
Rhizophoraceae,Rhizophora mangle,Pernambuco,-7.870624,-34.840913
Rhizophoraceae,Rhizophora mangle,Pernambuco,-7.879686,-34.841236
Rhizophoraceae,Rhizophora mangle,Pernambuco,-8.540033,-35.006875
Rhizophoraceae,Rhizophora mangle,Pernambuco,-8.539095,-35.0071
Rhizophoraceae,Rhizophora mangle,Bahia,-17.733767,-39.265278
Rhizophoraceae,Rhizophora mangle,Rio de Janeiro,-22.972345,-43.209398
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-4.44888,-37.78628
Rhizophoraceae,Rhizophora mangle,NA,-2.8495,-40.03171
Rhizophoraceae,Rhizophora mangle,NA,-0.85095,-46.63735
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-0.98338,-46.72402
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-2.85026,-40.03119
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-4.44888,-37.78628
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-4.44888,-37.78628
Rhizophoraceae,Rhizophora mangle,NA,-0.65528,-47.35097
Rhizophoraceae,Rhizophora mangle,NA,-0.98338,-46.72402
Rhizophoraceae,Rhizophora mangle,NA,-0.65528,-47.35097
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-2.8497,-40.03155
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-0.85073,-46.6376
Rhizophoraceae,Rhizophora mangle,NA,-2.85026,-40.03119
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-2.85013,-40.03127
Rhizophoraceae,Rhizophora mangle,NA,-2.86856,-40.14523
Rhizophoraceae,Rhizophora mangle,NA,-2.85026,-40.03119
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-2.8495,-40.03171
Rhizophoraceae,Rhizophora mangle,NA,-2.85013,-40.03127
Rhizophoraceae,Rhizophora mangle,NA,-2.8495,-40.03171
Rhizophoraceae,Rhizophora mangle,NA,-2.8497,-40.03155
Rhizophoraceae,Rhizophora mangle,NA,-2.8497,-40.03155
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-2.8497,-40.03155
Rhizophoraceae,Rhizophora mangle,NA,-2.84998,-40.03141
Rhizophoraceae,Rhizophora mangle,NA,-0.91803,-46.67932
Rhizophoraceae,Rhizophora mangle,NA,-0.74973,-48.01322
Rhizophoraceae,Rhizophora mangle,NA,-2.85013,-40.03127
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-2.85013,-40.03127
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-0.9836,-46.72433
Rhizophoraceae,Rhizophora mangle,NA,-0.85085,-46.6375
Rhizophoraceae,Rhizophora mangle,NA,-0.8821,-46.65257
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-2.85026,-40.03119
Rhizophoraceae,Rhizophora mangle,NA,-0.85085,-46.6375
Rhizophoraceae,Rhizophora mangle,NA,-2.84998,-40.03141
Rhizophoraceae,Rhizophora mangle,NA,-2.85026,-40.03119
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-2.86856,-40.14523
Rhizophoraceae,Rhizophora mangle,NA,-2.85026,-40.03119
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-2.8497,-40.03155
Rhizophoraceae,Rhizophora mangle,NA,-0.85105,-46.6372
Rhizophoraceae,Rhizophora mangle,NA,-0.74957,-48.01333
Rhizophoraceae,Rhizophora mangle,NA,-0.85085,-46.6375
Rhizophoraceae,Rhizophora mangle,NA,-0.88158,-46.65245
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-0.85105,-46.6372
Rhizophoraceae,Rhizophora mangle,NA,-0.65515,-47.35087
Rhizophoraceae,Rhizophora mangle,NA,-2.85026,-40.03119
Rhizophoraceae,Rhizophora mangle,NA,-2.8497,-40.03155
Rhizophoraceae,Rhizophora mangle,NA,-0.98325,-46.72398
Rhizophoraceae,Rhizophora mangle,NA,-2.85026,-40.03119
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-0.63345,-47.36765
Rhizophoraceae,Rhizophora mangle,NA,-2.84998,-40.03141
Rhizophoraceae,Rhizophora mangle,NA,-0.65568,-47.39417
Rhizophoraceae,Rhizophora mangle,NA,-0.88193,-46.6525
Rhizophoraceae,Rhizophora mangle,NA,-2.8497,-40.03155
Rhizophoraceae,Rhizophora mangle,NA,-0.8821,-46.65257
Rhizophoraceae,Rhizophora mangle,NA,-0.74973,-48.01322
Rhizophoraceae,Rhizophora mangle,NA,-0.74915,-48.01373
Rhizophoraceae,Rhizophora mangle,NA,-0.8506,-46.63782
Rhizophoraceae,Rhizophora mangle,NA,-0.85117,-46.63707
Rhizophoraceae,Rhizophora mangle,NA,-2.85026,-40.03119
Rhizophoraceae,Rhizophora mangle,NA,-0.74973,-48.01322
Rhizophoraceae,Rhizophora mangle,NA,-0.63318,-47.36758
Rhizophoraceae,Rhizophora mangle,NA,-0.91803,-46.67932
Rhizophoraceae,Rhizophora mangle,NA,-0.91833,-46.67895
Rhizophoraceae,Rhizophora mangle,NA,-0.85085,-46.6375
Rhizophoraceae,Rhizophora mangle,NA,-0.74915,-48.01373
Rhizophoraceae,Rhizophora mangle,NA,-0.74915,-48.01373
Rhizophoraceae,Rhizophora mangle,NA,-2.85026,-40.03119
Rhizophoraceae,Rhizophora mangle,NA,-0.98365,-46.72445
Rhizophoraceae,Rhizophora mangle,NA,-0.74973,-48.01322
Rhizophoraceae,Rhizophora mangle,NA,-0.65515,-47.35087
Rhizophoraceae,Rhizophora mangle,NA,-2.85026,-40.03119
Rhizophoraceae,Rhizophora mangle,NA,-0.84215,-46.64028
Rhizophoraceae,Rhizophora mangle,NA,-0.85073,-46.6376
Rhizophoraceae,Rhizophora mangle,NA,-0.74933,-48.01362
Rhizophoraceae,Rhizophora mangle,NA,-0.8821,-46.65257
Rhizophoraceae,Rhizophora mangle,NA,-2.85026,-40.03119
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-0.74957,-48.01333
Rhizophoraceae,Rhizophora mangle,NA,-2.84998,-40.03141
Rhizophoraceae,Rhizophora mangle,NA,-0.8821,-46.65257
Rhizophoraceae,Rhizophora mangle,NA,-0.85095,-46.63735
Rhizophoraceae,Rhizophora mangle,NA,-0.84243,-46.64057
Rhizophoraceae,Rhizophora mangle,NA,-0.65547,-47.35098
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-0.98338,-46.72402
Rhizophoraceae,Rhizophora mangle,NA,-0.98338,-46.72402
Rhizophoraceae,Rhizophora mangle,NA,-2.85013,-40.03127
Rhizophoraceae,Rhizophora mangle,NA,-0.74915,-48.01373
Rhizophoraceae,Rhizophora mangle,NA,-0.84248,-46.64062
Rhizophoraceae,Rhizophora mangle,NA,-2.8497,-40.03155
Rhizophoraceae,Rhizophora mangle,NA,-2.8497,-40.03155
Rhizophoraceae,Rhizophora mangle,NA,-0.74973,-48.01322
Rhizophoraceae,Rhizophora mangle,NA,-2.85026,-40.03119
Rhizophoraceae,Rhizophora mangle,NA,-0.8506,-46.63782
Rhizophoraceae,Rhizophora mangle,NA,-0.8506,-46.63782
Rhizophoraceae,Rhizophora mangle,NA,-0.88137,-46.65238
Rhizophoraceae,Rhizophora mangle,NA,-0.85073,-46.6376
Rhizophoraceae,Rhizophora mangle,NA,-2.85013,-40.03127
Rhizophoraceae,Rhizophora mangle,NA,-0.88137,-46.65238
Rhizophoraceae,Rhizophora mangle,NA,-2.85026,-40.03119
Rhizophoraceae,Rhizophora mangle,NA,-2.85026,-40.03119
Rhizophoraceae,Rhizophora mangle,NA,-2.85026,-40.03119
Rhizophoraceae,Rhizophora mangle,NA,-0.85085,-46.6375
Rhizophoraceae,Rhizophora mangle,NA,-0.85085,-46.6375
Rhizophoraceae,Rhizophora mangle,NA,-0.74933,-48.01362
Rhizophoraceae,Rhizophora mangle,NA,-0.65515,-47.35087
Rhizophoraceae,Rhizophora mangle,NA,-0.63345,-47.36765
Rhizophoraceae,Rhizophora mangle,NA,-2.85013,-40.03127
Rhizophoraceae,Rhizophora mangle,NA,-0.74915,-48.01373
Rhizophoraceae,Rhizophora mangle,NA,-0.65515,-47.35087
Rhizophoraceae,Rhizophora mangle,NA,-0.85085,-46.6375
Rhizophoraceae,Rhizophora mangle,NA,-0.63345,-47.36765
Rhizophoraceae,Rhizophora mangle,NA,-0.85085,-46.6375
Rhizophoraceae,Rhizophora mangle,NA,-2.8497,-40.03155
Rhizophoraceae,Rhizophora mangle,NA,-0.85095,-46.63735
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-0.88193,-46.6525
Rhizophoraceae,Rhizophora mangle,NA,-0.98338,-46.72402
Rhizophoraceae,Rhizophora mangle,NA,-2.85013,-40.03127
Rhizophoraceae,Rhizophora mangle,NA,-0.88122,-46.6523
Rhizophoraceae,Rhizophora mangle,NA,-0.65515,-47.35087
Rhizophoraceae,Rhizophora mangle,NA,-0.65555,-47.3942
Rhizophoraceae,Rhizophora mangle,NA,-0.65547,-47.35098
Rhizophoraceae,Rhizophora mangle,NA,-0.91828,-46.67902
Rhizophoraceae,Rhizophora mangle,NA,-0.91833,-46.67895
Rhizophoraceae,Rhizophora mangle,NA,-0.65515,-47.35087
Rhizophoraceae,Rhizophora mangle,NA,-0.74948,-48.01355
Rhizophoraceae,Rhizophora mangle,NA,-0.74933,-48.01362
Rhizophoraceae,Rhizophora mangle,NA,-0.85105,-46.6372
Rhizophoraceae,Rhizophora mangle,NA,-0.98338,-46.72402
Rhizophoraceae,Rhizophora mangle,NA,-0.85095,-46.63735
Rhizophoraceae,Rhizophora mangle,NA,-0.85095,-46.63735
Rhizophoraceae,Rhizophora mangle,NA,-0.63345,-47.36765
Rhizophoraceae,Rhizophora mangle,NA,-0.65515,-47.35087
Rhizophoraceae,Rhizophora mangle,NA,-0.98338,-46.72402
Rhizophoraceae,Rhizophora mangle,NA,-0.98338,-46.72402
Rhizophoraceae,Rhizophora mangle,NA,-0.74957,-48.01333
Rhizophoraceae,Rhizophora mangle,NA,-0.84258,-46.64072
Rhizophoraceae,Rhizophora mangle,NA,-0.85105,-46.6372
Rhizophoraceae,Rhizophora mangle,NA,-2.85026,-40.03119
Rhizophoraceae,Rhizophora mangle,NA,-0.85073,-46.6376
Rhizophoraceae,Rhizophora mangle,NA,-0.85085,-46.6375
Rhizophoraceae,Rhizophora mangle,NA,-0.63345,-47.36765
Rhizophoraceae,Rhizophora mangle,NA,-0.98338,-46.72402
Rhizophoraceae,Rhizophora mangle,NA,-0.98338,-46.72402
Rhizophoraceae,Rhizophora mangle,NA,-0.74982,-48.0131
Rhizophoraceae,Rhizophora mangle,NA,-0.65515,-47.35087
Rhizophoraceae,Rhizophora mangle,NA,-0.74957,-48.01333
Rhizophoraceae,Rhizophora mangle,NA,-0.98325,-46.72398
Rhizophoraceae,Rhizophora mangle,NA,-0.8821,-46.65257
Rhizophoraceae,Rhizophora mangle,NA,-0.65515,-47.39423
Rhizophoraceae,Rhizophora mangle,NA,-0.98338,-46.72402
Rhizophoraceae,Rhizophora mangle,NA,-0.63345,-47.36765
Rhizophoraceae,Rhizophora mangle,NA,-2.8497,-40.03155
Rhizophoraceae,Rhizophora mangle,NA,-0.91828,-46.67902
Rhizophoraceae,Rhizophora mangle,NA,-0.8506,-46.63782
Rhizophoraceae,Rhizophora mangle,NA,-0.88193,-46.6525
Rhizophoraceae,Rhizophora mangle,NA,-0.74948,-48.01355
Rhizophoraceae,Rhizophora mangle,NA,-0.74915,-48.01373
Rhizophoraceae,Rhizophora mangle,NA,-0.98338,-46.72402
Rhizophoraceae,Rhizophora mangle,NA,-0.63253,-47.3674
Rhizophoraceae,Rhizophora mangle,NA,-0.91828,-46.67902
Rhizophoraceae,Rhizophora mangle,NA,-0.98338,-46.72402
Rhizophoraceae,Rhizophora mangle,NA,-0.91828,-46.67902
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-0.63287,-47.36748
Rhizophoraceae,Rhizophora mangle,NA,-0.65515,-47.35087
Rhizophoraceae,Rhizophora mangle,NA,-0.74957,-48.01333
Rhizophoraceae,Rhizophora mangle,NA,-0.74973,-48.01322
Rhizophoraceae,Rhizophora mangle,NA,-0.65558,-47.35113
Rhizophoraceae,Rhizophora mangle,NA,-0.8821,-46.65257
Rhizophoraceae,Rhizophora mangle,NA,-0.85105,-46.6372
Rhizophoraceae,Rhizophora mangle,NA,-0.8821,-46.65257
Rhizophoraceae,Rhizophora mangle,NA,-0.84145,-46.63872
Rhizophoraceae,Rhizophora mangle,NA,-0.9187,-46.67877
Rhizophoraceae,Rhizophora mangle,NA,-0.98338,-46.72402
Rhizophoraceae,Rhizophora mangle,NA,-0.63273,-47.3674
Rhizophoraceae,Rhizophora mangle,NA,-0.65547,-47.35098
Rhizophoraceae,Rhizophora mangle,NA,-0.85117,-46.63707
Rhizophoraceae,Rhizophora mangle,NA,-0.85085,-46.6375
Rhizophoraceae,Rhizophora mangle,NA,-0.65547,-47.35098
Rhizophoraceae,Rhizophora mangle,NA,-0.74948,-48.01355
Rhizophoraceae,Rhizophora mangle,NA,-0.98338,-46.72402
Rhizophoraceae,Rhizophora mangle,NA,-0.74973,-48.01322
Rhizophoraceae,Rhizophora mangle,NA,-0.98365,-46.72445
Rhizophoraceae,Rhizophora mangle,NA,-0.65555,-47.3942
Rhizophoraceae,Rhizophora mangle,NA,-0.65503,-47.35075
Rhizophoraceae,Rhizophora mangle,NA,-0.74973,-48.01322
Rhizophoraceae,Rhizophora mangle,NA,-0.98365,-46.72445
Rhizophoraceae,Rhizophora mangle,NA,-0.88193,-46.6525
Rhizophoraceae,Rhizophora mangle,NA,-0.65515,-47.35087
Rhizophoraceae,Rhizophora mangle,NA,-0.98338,-46.72402
Rhizophoraceae,Rhizophora mangle,NA,-0.74973,-48.01322
Rhizophoraceae,Rhizophora mangle,NA,-0.9181,-46.67918
Rhizophoraceae,Rhizophora mangle,NA,-0.65515,-47.35087
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-0.74915,-48.01373
Rhizophoraceae,Rhizophora mangle,NA,-0.65503,-47.35075
Rhizophoraceae,Rhizophora mangle,NA,-0.65528,-47.35097
Rhizophoraceae,Rhizophora mangle,NA,-0.85095,-46.63735
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-0.84217,-46.6403
Rhizophoraceae,Rhizophora mangle,NA,-0.65547,-47.35098
Rhizophoraceae,Rhizophora mangle,NA,-0.84228,-46.64042
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-0.65515,-47.35087
Rhizophoraceae,Rhizophora mangle,NA,-0.88137,-46.65238
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-0.98338,-46.72402
Rhizophoraceae,Rhizophora mangle,NA,-0.98325,-46.72398
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-0.63345,-47.36765
Rhizophoraceae,Rhizophora mangle,NA,-0.91803,-46.67932
Rhizophoraceae,Rhizophora mangle,NA,-0.88173,-46.65248
Rhizophoraceae,Rhizophora mangle,NA,-0.98353,-46.72422
Rhizophoraceae,Rhizophora mangle,NA,-0.98338,-46.72402
Rhizophoraceae,Rhizophora mangle,NA,-0.98365,-46.72445
Rhizophoraceae,Rhizophora mangle,NA,-4.47705,-37.77948
Rhizophoraceae,Rhizophora mangle,NA,-0.74915,-48.01373
Rhizophoraceae,Rhizophora mangle,NA,-0.98353,-46.72422
Rhizophoraceae,Rhizophora mangle,NA,-0.88137,-46.65238
Rhizophoraceae,Rhizophora mangle,NA,-0.65503,-47.35075
Rhizophoraceae,Rhizophora mangle,NA,-0.98365,-46.72445
Rhizophoraceae,Rhizophora mangle,NA,-0.85085,-46.6375
Rhizophoraceae,Rhizophora mangle,NA,-0.65487,-47.35067
Rhizophoraceae,Rhizophora mangle,NA,-0.9181,-46.67918
Rhizophoraceae,Rhizophora mangle,NA,-0.88137,-46.65238
Rhizophoraceae,Rhizophora mangle,NA,-0.91855,-46.67885
Rhizophoraceae,Rhizophora mangle,NA,-0.98365,-46.72445
Rhizophoraceae,Rhizophora mangle,NA,-0.88137,-46.65238
Rhizophoraceae,Rhizophora mangle,NA,-0.74957,-48.01333
Rhizophoraceae,Rhizophora mangle,NA,-0.98353,-46.72422
Rhizophoraceae,Rhizophora mangle,NA,-0.88137,-46.65238
Rhizophoraceae,Rhizophora mangle,NA,-0.63318,-47.36758
Rhizophoraceae,Rhizophora mangle,NA,-0.74957,-48.01333
